doc_id,year,author,title,jury_1,jury_2,jury_3,jury_4,jury_5
HEI_000606--000003_410206,1987,,Statut international de la Namibie (sud-ouest africain) de la Société des nations à l'Organisation d,Terence N. SANZE,MM. Lucius CAFLISCH,Philippe CAHIER,Christian DOMINICÉ,Jean MONNIER
HEI_000607--000001_410206,1988,,L'obligation des Etats de coopérer avec les organisations internationales,CM X O H D,Mahmud SAMANDARI,MM. Lucius CAFLISCH,Philippe CAHIER,Huu Tru NGUYEN
HEI_000607--000002_410206,1987,,Les armes nucléaires en droit international,HB-h,Mme Denise,Philippe CAHIER,Christian DOMINICÉ,M. Ivo RENS
HEI_000607--000003_410206,1987,,An empirical study of the effects of environmental control on the trade performance of United States,Share Analysis,Sherry Madeline STEPHENSON,Gérard CURZON,Alexandre SWOBODA,Richard BLACKHURST
HEI_000608--000001_410301,1987,,Coopération et intégration au Maghreb,Georges ABI-SAAB,Gilbert ETIENNE,M. Mohammad-Reza DJALILI,16 II,24 II
HEI_000608--000002_410301,1987,,La participation du Canada à l'Unesco et ses déterminants d'ordre interne,Guy GOSSELIN,Jean SIOTIS,Miklos MOLNAR,Victor-Yves GHEBALI,Marlis Steinert
HEI_000608--000003_410301,1987,,Switzerland and international financial integration,CM CO CM,Pierre-Alexis COSANDIER,Gerard CURZON,Hans GENBERG,Alexandre SWOBODA
HEI_000609--000001_410301,1988,,The UNCTAD code of conduct on the transfer of technology,M. Umesh Yeshwant PALWANKAR,Umesh Yeshwant,N È VE,JURY Prof,Gilbert ETIENNE
HEI_000609--000002_410301,1987,,Japan and Korea in Northeast Asia,lUniversite de Geneve,Jong Yun KIM Séoul,Mrs Susie Metaxas for her Invaluable assistance,Jacques Christinat,Mrs Kwie Hyun Kim for their moral support and generosity. I
HEI_000609--000003_410301,1987,,Optimum currency areas and currency substitution,Francisco de Asis NADAL DE,Gérard CURZON,Hans GENBERG,Alexandre SWOBODA,Acknowledgements It is always difficult to
HEI_000610--000001_410301,1987,,L'Eglise catholique et la politique de défense,ii-Î,Catherine GUICHERD,Saul FRIEDLANDER,Philippe BRAILLARD,Père Jean-Yves CALVEZ
HEI_000610--000002_410301,1987,,Interdependence of national business cycles,O I äfwÄg,Luc D.R. EVERAERT Belgique,Luc D.R. EVERAERT 2,Luc D.R. EVERAERT,Alexandre SWOBODA
HEI_000610--000003_410301,2000,,Aspazija and revolutionary romanticism in Latvia,Etats Unis dAmérique,M. André RESZLER,Mme Vaira,Lucie Schmidheiny,Nicolas Crevoisier
HEI_000610--000004_410301,1988,,Government debt in international financial markets,HElT U23 V I SIBIL,Dirk Morris Australie Government Debt in International Financial Markets,3nò3Hionaia S33VN0IiVNa3iN,Hans GENBERG,Alexandre SWOBODA
HEI_000611--000001_410301,1988,,Risk and economic growth,Empirical Analysis,Harry Eduard Walter STORDEL,Empirical Analysis of the Effects of Export Instability on Investment in Developing Countries,MM. Henryk,Hans GENBERG
HEI_000611--000002_411209,1988,,Beyond the mask,Walter MEYER,Gilbert ETIENNE,Harish KAPUR,M. Albert LEEMANN,Rolf STEPPACHER
HEI_000611--000003_411209,1988,,La condition juridique des pipelines dans le droit de la mer,Marc ROELANDT,Philippe CAHIER,Daniel BARDONNET,Paris II,M. Lucius Caflisch
HEI_000612--000001_411209,1988,,L'arbitrage entre Etat et personne privée étrangère,Osman EL HAJJÉ,Osman EL HAJJÊ,Huu-Tru NGUYEN,Jean-Pierre SORTAIS,Wahideh
HEI_000612--000002_411209,1988,,The evaluation of fellowships with particular reference to those awarded to developing countries,CM I O H O,Margareta STRÖMBOM,M. Mohammad-Reza DJALILI,Philippe BRAILLARD,Appropriate Technology
HEI_000612--000003_411209,1988,,"La probihition de l'appropriation et les régimes d'accès à l'espace extra-atmosphérique, aux corps c",Armand Daniel ROTH,H i  Éf,Georges ABI,Lucius CAFLISCH,M. Luigi CONDORELLI
HEI_000613--000001_411209,1988,,Les zones franches et les enclaves douanières dans les régions limitrophes de la Communauté économiq,Boris GOMBAC,Boris GOMBAC Yougoslavie,MM. Lucius CAFLISCH,Philippe CAHIER,Charles RICQ
HEI_000613--000002_411209,1988,,Integrated equity markets and international business cycles,Svein,ANDRESEN Norvège,Hans GENBERG,Alexandre SWOBODA,M. Michael SALEMI
HEI_000613--000003_411209,1988,,Foreign capital and domestic welfare in small open economies,Paul Henri MATHIEU Canada,Gerard CURZON,Hans GENBERG,Henryk KIERZKOWSKI,M. Ronald JONES
HEI_000613--000004_411209,1988,,The nearly unique experience,S I Q,HElTtl SIBIL,Thomas-Durell YOUNG,Thomas-Durell Young THE NEARLY UNIQUE EXPERIENCE AN,Harish KAPUR
HEI_000614--000001_410206,1988,,The internalization of international security developments,HEfT H 4L,James Philip CROSS,James Philip CROSS GENEVE,James Phüip CROSS,cJe Lsusanne Case
HEI_000614--000002_410206,1988,,The politics of asylum,Robert Emmett McNAMARA,Curt GASTEYGER,The wretched,They,Yet while Central American countries
HEI_000614--000003_410206,2000,,"Liberalisation, intervention and data services",Ana Teresa Romero,Georges ABI,Richard BLACKHURST,Victor-Yves GHEBALI,M. Juan RADA
HEI_000614--000004_410206,1989,,American sanctions against the Soviet Union,Donald Glenn,- William Schneider,Joseph S. Nye,x i i i Chapter,INTRODUCTION A. Introduction 1 B. Review of the Literature on U.S. Economic Sanctions
HEI_000615--000001_410206,1989,,La télédétection par satellites et la souveraineté permanente sur les ressources naturelles,HEIT4,Maria Teresa DUTLI-BIECH,Maria Teresa DUTLI-,Georges ABI,Lucius CAFLISCH
HEI_000615--000002_410206,1989,,Follow-up of United-Nations resolutions,Shinichi AGO,Georges ABI-SAAB,Philippe CAHIER,Huu-Tru NGUYEN,Reporting
HEI_000615--000003_410206,1989,,The flexible exchange rate regime among developed countries and its effect on the export performance,CM CO I O,Eduardo SCHINDLER,Alexandre SWOBODA,Hans GENBERG,Larry SJAASTAD
HEI_000615--000004_410206,1989,,The People's Republic of China and Hong-Kong,lUniversite de Geneve,Shih-Hsiung,Gilbert ETIENNE,Huu-Tru NGUYEN,M. Mohammad- Reza DJALILI
HEI_000616--000001_410206,1989,,"Les institutions de prévoyance en Suisse, au Royaume-Uni et en Allemagne fédérale",CM CO X O,Graziano LUSENTI,Hans GENBERG,Isabelle,POLITIQUES Chapitre
HEI_000616--000002_410206,1989,,La règle dite de la continuité de la nationalité dans le contentieux international,Eric WYLER,MM. Lucius CAFLISCH,Philippe CAHIER,Mathias KRAFFT,FEGL.E C 51E
HEI_000617--000001_410206,1989,,Franklin D. Roosevelt,Earl Clifton NOELTE,Earl Clifton,Mme Marlis STEINERT,Jacques FREYMOND,Mme Zara STEINER
HEI_000617--000002_410301,1989,,La réconciliation soviéto-yougoslave,Tito,Pierre MAURER,MM. Lucius CAFLISCH,Harish KAPUR,M. Miklos MOLNAR
HEI_000618--000001_410301,1989,,Les images de l'Allemagne et de la Russie en Pologne dans les années trente,Andrzej BRZÓSKA,Yves COLLART,Miklos MOLNAR,Mme Marlis STEINERT,Bronislaw BACZKO
HEI_000618--000002_410301,1989,,La formation des cadres africains dans les pays socialistes européens,Z i ÜGftvsaTÿM,Gilbert ETIENNE,Harish KAPUR,Miklos MOLNAR,Mme Annie KRIEGEL
HEI_000618--000003_410301,1989,,The United States and the politicization of the World Bank,Bartram Slewart BROWN,Bartram Stewart Brown,Georges ABI-SAAB,Lucius CAFLISCH,Huu-Tru NGUYEN
HEI_000619--000001_410301,1989,,The evolution of cultural policy in Cuba,J --W,Roger REED,U. S. A.,.4 H,M. Miklos MOLNAR
HEI_000619--000002_410301,1989,,The European Community and Greece,Constantin SYMEONIDES-TSATSOS,Mme Marlis,MM. Gilbert ETIENNE,Harish KAPUR,M. George CONTOGEORGIS
HEI_000619--000003_410301,1989,,"Exchange rates, imperfect competition and export pricing",Anne-Marie GULDÉ,Anne-Marie GULDE,Hans GENBERG,Henryk KIERZKOWSKI,M. André SAPIR
HEI_000619--000004_410301,1990,,Réglementation internationale des transports maritimes dans le cadre de la CNUCED,HETf SI8IL,Georges ASSONITIS,Georges ABI,Lucius CAFLISCH,M. Aouni BEHNAM
HEI_000620--000001_410301,1990,,A game theoretical analysis of alliance formation and dissolution,Serdar,Serdar GÜNER,MM. Vinod AGGARWAL,Gilbert ETIENNE,Urs LUTERBACHER
HEI_000620--000002_410301,1990,,Trade in services and imperfect competition,Ethan WEISMAN,Richard BLACKHURST,Henryk KIERZKOWSKI,M. André SAPIR,This will
HEI_000620--000003_410301,1990,,The origins of Turkish-American collaboration,Peri Gûn PAMIR,Bruno ARCIDIACONO,Gilbert ETIENNE,Curt GASTEYGER,Antoine FLEURY
HEI_000620--000004_410301,1990,,"Economic reforms in the People's Republic of China, with particular reference to foreign direct inve",O Sa i è.,Carlos SABILLON DAVILA,Carlos SABILLON,Mme Harriet,Gilbert ETIENNE
HEI_000621--000001_410206,1990,,André Tardieu et la rénovation de la République,François MONNET,Saul,Philippe BURRIN,Jean-Claude FAVEZ,René REMOND
HEI_000621--000002_410206,1990,,An ethic of responsibility in international relations,Daniel Harry WARNER,John William Ward and Dr. Sidney Blumenthal,John Charvet of the London School of Economics and Political Science,for which I,Michael Walzer
HEI_000621--000003_410206,1990,,"French foreign policy in the Middle East, 1967-1984",Christina Wood,Curt Gasteyger,Harish Kapur,Alain Dieckhoff,Pompidou
HEI_000621--000004_410301,1990,,Price reform and the balance of trade in Hungary,Kerry KUTCH,Kerry KUTCH Sur,Mme Harriet MATEJKA,Hans GENBERG,M. Normann SCOTT
HEI_000622--000001_410301,1990,,The urban informal sector in developing countries,Hans GENBERG,Henryk KIERZKOWSKI,M. J. KNIGHT,ACKNOWLEDGMENT This,How Does the Supply of Labor Differ
HEI_000622--000002_410301,1990,,Regional security arrangements in Southern Africa and Central America,Jessica Mary BYRON,Nevis,Caribbean,Ana Teresa Romero,Antony HOPKINS
HEI_000622--000003_410301,1991,,Trade negotiations in the Organisation for Economic Co-operation and Development,David John BLAIR,I began,Even though,Among,Philippe Braillard
HEI_000622--000004_410206,1991,,Individual responsibility in international law for serious human rights violations,LU I i,Lyal SUNGA,l Lyal SUNGA Sur,Georges ABI,Philippe CAHIER
HEI_000623--000001_410206,1991,,"Le président Carter, les droits de l'homme et l'U.R.S.S.",Füsun TÜRKKAN,LL.R.S.S.  Copyright 1991,Mme Denise BINDSCHEDLER,M. Miklos MOLNAR,M. Yves-Henri NOUAILHAT
HEI_000623--000002_410206,1991,,"The relationships among international politics, business and technology in the telecommunications in",Anthony Paul FINCH,Anthony FINCH Sur,Harish KAPUR,Mme Victoria CURZON-PRICE,Thomas CUMMINGS
HEI_000623--000003_411209,1991,,Exchange rate uncertainty and direct foreign investment,Exchange Rate Uncertainty and Direct Foreign Investment,Exchange Rate Uncertainty and Direct Foreign Investment An Imperfect Competition Approach Copyright,Françoise B. NICOLAS,Françoise NICOLAS Sur,Hans GENBERG
HEI_000623--000004_411209,1991,,The international organization of hunger,LU i,Peter UVIN,Gilbert ETIENNE,Leon GORDENKER,Jacques FORSTER
HEI_000624--000001_411209,1991,,La Charte africaine des droits de l'homme et des peuples,Fatsah OUGUERGOUZ,Algerie,Georges ABI-SAAB,Mme Denise,Taous
HEI_000624--000002_411209,1991,,Les contre-mesures dans les relations internationales économiques,JHiBX U H,Laurence BOISSON,Georges ABI,Philippe CAHIER,M. Luigi CONDORELLI
HEI_000624--000003_411209,1991,,The verification system of the Antarctic regime,Mercourios CARAFOTIAS,Mercourios B. CARAFOTIAS,Lucius,Curt GASTEYGER,M. Josef GOLDBLAT
HEI_000625--000001_411209,1991,,L'éthique des relations internationales,Klaus-Gerd GIESEN,Klaus Gerd GIESEN,Philippe BRAILLARD,Pierre de Senarclens,Dean
HEI_000625--000002_411209,1991,,Food subsidies and economic adjustment in an open economy,Hans GENBERG,Alexandre SWOBODA,M. Samir RADWAN,Atish Ghosh,Ulrich Camen for his interest and for the time and
HEI_000625--000003_411209,1991,,Religious movements and international relations,Walid Mahmoud ABDEL-NASSER,Mahmoud ABDEL-NASSER,i Î81.Î,Georges ABI,Mohammad-Reza DJ ALILI
HEI_000625--000004_411209,1991,,Deutsch-Französische Sicherheitspolitische Zusammenarbeit,OJ O,Urs LEIMBACHER,Philippe BURRIN,Curt GASTEYGER,M. Walter SCHÜTZE
HEI_000626--000001_410301,1991,,Crédit rural et coopération internationale au Rwanda,Carpophore NTAGUNGIRA,V CRÉDIT RURAL,Gilbert ETIENNE,Antony HOPKINS,André GUICHAOUA
HEI_000626--000002_410301,1991,,"Les conventions de double imposition entre pays développés et pays en voie de développement, avec ré",R. P. de Chine,ZHANG Qifeng,Georges ABI,Lucius CAFLISCH,M. François GENDRE
HEI_000626--000003_410301,1991,,Desirability and time consistency of monetary policy games,Anna LENNBLAD Suède,Anna LENNBLAD Juin,Anna LENNBLAD Sur,Slobodan DJAJIC,Hans GENBERG
HEI_000626--000004_411209,1991,,Stabilization objectives and the exchange rate regime,Martin COITEUX Canada,Martin COITEUX,Hans GENBERG,Alexandre SWOBODA,M. François BOURGUIGNON
HEI_000627--000001_411209,1991,,"The Swiss participation in the European Payments Union, 1950-1958",Gunter Schwerdtel,Bruno ARCIDIACONO,Alexandre SWOBODA,Antoine FLEURY,To A. Acknowledgments I
HEI_000627--000002_411209,1992,,Assets markets and exchange rates,Walter Howard BELL,Walter BELL,Hans GENBERG,M. Ulrich CAMEN,M. Salih NEFTCl
HEI_000627--000003_411209,1992,,Balance of payments liberalization in the Republic of Ireland,Marie OWENS,Slobodan DJAJIC,Hans Genberg,M. Salih NEFTCI,Graduate School
HEI_000627--000004_410301,1992,,"Fluctuations in the Soviet-American political relations, 1952-1984",Urs LUTERBACHER,Pierre ALLAN,Empirical analysis model,Stability,There were
HEI_000628--000001_410301,1992,,Arthur Koestler,Sandra Goldstein Arthur Koestler,Sandra GOLDSTEIN,M. Miklos MOLNAR,Philippe BURRIN,Saul Friedländer
HEI_000628--000002_410301,1992,,L'affaire du Kurdistan dans les relations internationales,Salah Abdulrahman Aga JMOR,Salah JMOR Sur,Harish KAPUR,M. Mohammad-Reza DJ ALILI,Gérard CHALIAND
HEI_000628--000003_411209,1992,,Les entreprises multinationales en droit international,C OJ,CM O,MBBiÄ WSWSwSS,Patrizio Merciai,Philippe CAHIER
HEI_000628--000004_411209,1994,,Investments in human capital technological diffusion and economic development,HEJ1 K,Alessandro GOGLIO,Richard BALDWIN,Henryk KIERZKOWSKI,M. Ronald JONES
HEI_000629--000001_411209,1992,,Autodétermination et culture,- HEI7H kOiS,Marianne Betty WILHELM,Georges ABI-SAAB,Christian DOMINICE,Victor- Yves GHEBALI
HEI_000629--000002_411209,1992,,Beyond import protectionism,Barbara FLIESS République,Beyond Import Protectionism,Case,MM. Olivier LONG,Richard BLACKHURST
HEI_000629--000003_411209,1994,,La collaboration scientifique internationale du Canada de 1945 à 1985,Céline,t I -,V U.,Harish KAPUR,Philippe BRAILLARD
HEI_000630--000001_411209,1992,,Maritime delimitation in the China seas,Zheng WU,Case Zheng WU,MM. Lucius CAFLISCH,Philippe CAHIER,Jean-Pierre QUENEUDEC
HEI_000630--000002_410301,1992,,La Commission interaméricaine des droits de l'homme et le développement de sa compétence par le syst,Bertha SANTOSCOY NORO,Lucius Caflisch,Hautes Etudes Internationales,Michael Reisman,lIUHEI
HEI_000630--000003_410301,1992,,Policy aspects of high-technology and international trade,Olivier Marc BOVET,Slobodan DJAJIC,Henryk KIERZKOWSKI,M. Fabrizio ONIDA,Università Commerciale Luigi Bocconi
HEI_000630--000004_410301,1992,,Religious identity in foreign policy,Gilbert ETIENNE,Harish KAPUR,M. Michael LEIFER,Jean-Luc MAURER,Padmanabhan Prabhakaran Nair and Malathy Nair Acknowledgements I would not
HEI_000631--000001_410301,1994,,Le Comité international de la Croix-Rouge et la protection des prisonniers de guerre et des détenus ,CM O O CO,François Bugnion de Lausanne,François Bugnion,Mme Denise,Georges ABI-SAAB
HEI_000631--000002_410301,1993,,Les relations soviéto-yougoslaves de 1935-1945,Reneo Lukié,Reneo Lukic Croatie,UiUVcRSIIAIRE,Philippe BRAILLARD,M. Miklos MOLNAR
HEI_000631--000003_410301,1993,,La politique syrienne au Moyen-Orient,Francis Piccand Fribourg-CH,Francis PICCANO Sur,Harish KAPUR,M. Mohammad-Reza DJALILI,Mme Elisabeth PICARD
HEI_000631--000004_410301,1993,,The Strategic Defense Initiative and U.S.-Soviet arms control negotiations in Geneva,Gerard JANCO,N È V E,Gerard Joseph JANCO,Curt GASTEYGER,Jozef GOLDBLAT
HEI_000632--000001_410301,1993,,Individual rights in the European extradition procedure,D CJ O O m,Alia YILMAZ Turquie,Indi vi,ci TX,d. V i-a. 1 Right
HEI_000632--000002_410301,1993,,Succession between international organizations,Patrick Robert MYERS,PATRICK MYERS,Georges ABI-SAAB,Philippe CAHIER,Christian DOMINICE
HEI_000632--000003_410301,1993,,Efficiency of foreign exchange markets,Frank LEIBER Luxembourg,FUTURES CONTRACTS,Frank LEIBER,Hans GENBERG,Alexandre SWOBODA
HEI_000632--000004_411209,1993,,The international dimension of French migrant labor policy,Matthew Joseph LEITNER,Matthew Joseph,Pierre Perret Matthew LEITNER Sur,Yves COLLART,M. W.R. BOEHNING
HEI_000633--000001_411209,1996,,"Soviet strategic nuclear interests and Soviet policy towards the Nordic region, 1955 - 1985",Tomas Ries,Curt GASTEYGER,Pauli JARVENPAA,Minister Counsellor,Ambassade de Finlande
HEI_000633--000002_411209,1993,,Les mesures d'indigénisation des investissements privés étrangers au Nigeria et au Zaïre,Philippe CAHIER,M. Luigi CONDORELLI,1indigénisation Section,Bilan,1indigénisation S
HEI_000633--000003_410206,1993,,The development and evolution of rights and obligations in long-term international commercial transa,At t,Karl MEESSEN,M. Stuart ROBINSON,Jean-Pierre SORTAIS,Mr Karl Meessen
HEI_000633--000004_410206,1993,,The macroeconomic implications of parallel unofficial markets in foreign exchange,Mayar Farrag,Mayar FARRAG MAHMOUD,Hans GENBERG,M. Salih NEFTCI,M. Yilmaz AKYUZ
HEI_000634--000001_410206,1993,,"Facteurs politiques, réformes économiques et coopération industrielle au Maroc",Hassan BOUGANTOUCHE Maroc,Hassan BOUGANTOUCHE JStîTI T DE HA,Gilbert ETIENNE,Christian COMELIAU,Jean-Claude PETITPIERRE
HEI_000634--000002_411209,1993,,Financial constraint and the financing of industry in OECD countries,Alain RIZK,Alain RIZK 1 V,Hans GENBERG,Alexandre SWOBODA,Jacques MELITZ
HEI_000634--000003_411209,1993,,Zwischen Effizienz und Akzeptanz,LU X HEITH,Laurent GOETSCHEL Berne,Pierre DU BOIS,M. Roland BLESS,M. Dieter
HEI_000634--000004_411209,1993,,Analyse juridique et perspectives d'évolution de l'écu,Véronique Marie CLÉMENT,Hans GENBERG,Stuart ROBINSON,Jean-Victor LOUIS,Halina Clément
HEI_000635--000001_411209,1994,,Management contracts in North-South transactions,Feng ZHANG Sur,Karl MEESSEN,M. Huu-Tru NGUYEN,Carsten Thomas EBENROTH,February
HEI_000635--000002_411209,1994,,Macroeconomic policy and politics in a three-party system,lUni,Mehmet GULTAS,Mehmet Cult,Ji U HVp,Hans GENBERG
HEI_000635--000003_411209,1994,,"La Croix-Rouge en péril et le conflit de Palestine-Eretz Israel, 1945-1952",Pfimlin,Pflimlin,Ibidem,de Reynier,Steinberg
HEI_000635--000004_411209,1994,,La Croatie et la création de l'Etat yougoslave (1918),Jasna KOULIS CHER-ADLER,Jasna Koulischer-Adler,Lausar Case,M. Miklos MOLNAR,Pierre DU BOIS
HEI_000636--000001_410206,1994,,La Bulgarie et la Société des nations,Théodore Deltchev Dimitrov,Théodore Dimitrov,JÂMÔlTAKSnM,rîH vi Théodore Deltchev,M. Miklos MOLNAR
HEI_000636--000002_410206,1994,,A normative theory of direct foreign investment,UHEI-Geneve O Û,Brigid GAVIN,Richard BLACKHURST,Hans GENBERG,M. Kiichiro Fukasaku
HEI_000636--000003_410206,1994,,"Factors shaping soviet arms control and disarmament policies, 1962-1964",Bohdan FEDIW,V J icr,Harish KAPUR,M. Malcolm MACKINTOSH,I. HISTORICAL BACKGROUND OF SOVIET-AMERICAN DISARMAMENT NEGOTIATIONS
HEI_000636--000004_410301,1994,,Devaluation and stabilization programs in developing countries,Jacques Ayissi DEGBELO,Jacques Ayissi,Lausanr Case,Hans GENBERG,Alexandre SWOBODA
HEI_000637--000001_410301,1994,,Essays on internal and external government debt,CM O,Rikard FORSLID 2,Rikard Forslid,Richard BALDWIN,Hans GENBERG
HEI_000637--000002_410301,1994,,Economic fluctuations and asset returns,Economic Fluctuations and Asset Returns  J,Urban Jermann,Hans GENBERG,Salih NEFTCI,Bernard DUMAS
HEI_000637--000003_410301,1994,,"Ideological trends and economic reform in China, (1978-1993)",Wei ZHANG,Gilbert ETIENNE,Harish KAPUR,M. Yves CHEVRIER,CONTENTS Page Introduction
HEI_000637--000004_411209,1994,,Organisation mondiale de la propriété intellectuelle et dialogue nord-sud,Nevzat Yosmaoglu,Victor-Yves GHEBALI,Harish KAPUR,M. Gust A. LEDAKIS,LOCDE
HEI_000638--000001_411209,1994,,"Domestic politics, information and international bargaining",C CD,Cédric Dupont,SÌ S,Cedric Dupont,MM. Urs LUTERBACHER
HEI_000638--000002_411209,1994,,The development of financial institutions in Eastern Europe,Raju Jan SINGH,Raju Jan Singh SFJ i iîfKÏ Ißboßttfilo î3,J11 ÖS gSssoq SI.-O,Raju Jan SINGH Sur,Slobodan DJAJIC
HEI_000638--000003_410206,1994,,"L'évolution du droit des cours d'eau internationaux à la lumière de l'expérience africaine, notammen",Mutoy MUBIALA,Georges ABI,Lucius CAFLISCH,Daniel BARDONNET,Georges Abi-Saab
HEI_000638--000004_410206,1994,,Termination or suspension of a treaty as a consequence of its breach,OJ CD LU SSSSa I4ei,Mohammed,Moliammed GOMAA Sur,Georges ABI-SAAB,Peter HAGGENMACHER
HEI_000638--000005_410206,1995,,Stochastic modeling and analysis of the open economy applying dynamic econometric tools,Elisabeth SCHÖN,Lniusanri Case,Salih NEFTCI,Stefan GERLACH,Knowledge
HEI_000639--000001_410206,1995,,The foreign policy problems of developing micro-states,Ss5s,Omar A. TOURAY,Harish KAPUR,M. Arnold HUGHES,Chapter I
HEI_000639--000002_411209,1995,,Possession contestée et souveraineté territoriale,CM O CO T,Marcelo Gustavo K O H E N,Marcelo Gustavo Kohen,Georges ABI,Lucius CAFLISCH
HEI_000639--000003_411209,1995,,Le Pakistan face au conflit afghan (1979-1985),Frédéric GRARE,Gilbert ETIENNE,Curt GASTEYGER,M. Mohammad-Reza DJALILI,Chargé
HEI_000639--000004_411209,1995,,Essays on long run capital movements in the less developed countries,Stefano MANZOCCHI,SIBL.,Richard BALDWIN,Hans GENBERG,Philippe MARTIN
HEI_000640--000001_410206,1995,,Geography and direct investment,CM CO CM in O,Stephen THOMSEN,Richard BLACKHURST,Henryk KIERZKOWSKI,John CANTWELL
HEI_000640--000002_410206,1995,,Modern aspects of the laws of naval warfare and maritime neutrality,George Politakis,Georges ABI,Theodor MERON,Natalino RONZITTI,Robert W. Tucker
HEI_000640--000003_411209,1995,,Les réfugiés juifs en Suisse pendant la seconde guerre mondiale vus par le prisme de leur(s) mémoire,cu Q,Fabienne REGARD,Yves COLLART,Bruno ARCIDIACONO,Jean-Claude FAVEZ
HEI_000641--000001_411209,1995,,Regional integration and the location of multinational corporations,Pontus Brodde Braunerhjelm,Richard BLACKHURST,Hans GENBERG,M. Asim ERDILEK,Second
HEI_000641--000002_411209,1996,,"International labour migration determinants, process and impact",Adel Abdel-Latif,Georges ABI,Roger OWEN,Demographic Characteristics Age,Private Consumption
HEI_000641--000003_410206,1996,,India's textile and clothing exports to the U.S.A. and the E.E.C.,OJ c Q,O I I I 3,Sheela Thakar Bhide,ÎMDÎAS,Stieela
HEI_000641--000004_410206,1996,,Le rôle de l'Organisation de l'unité africaine (OUA) dans le processus de résolution des conflits af,Emmanuel RWAMIBANGO,Antony HOPKINS,M. Zdenek CERVENKA,Méthodologie,lOUA
HEI_000641--000005_410206,1996,,Adaptation clauses in development financing,Bolivar Barbosa Moura Rocha,Georges ABI-SAAB,Hans GENBERG,Stuart ROBINSON,Me Wolfgang PETER
HEI_000642--000001_410206,1996,,Treading on thin ice,O CO lO O,Paul SAMSON,MM. Lucius CAFLISCH,Curt GASTEYGER,Antoine BAILLY
HEI_000642--000002_410301,1996,,Optimum currency areas and economic geography,Luca Antonio RICCI,Richard BALDWIN,Hans GENBERG,Mme Alessandra CASELLA,Optimum Currency Area
HEI_000642--000003_410301,1996,,La renégociation multilatérale des dettes,Christina Holmgren,Lausann Case,Georges ABI-SAAB,Stuart ROBINSON,Hugh THIRLWAY
HEI_000642--000004_410301,1996,,Soviet banks abroad,Robert HUSBANDS,Mme Harriet,Philippe CAHIER,Stuart ROBINSON,M. Cari McMILLAN
HEI_000642--000005_410301,1996,,"Coalition structures, nonstate actors, and bargaining orientations in multilateral environmental neg",Nonstate Actors,Stefan BOYER,Coalition Structures,Brook Stefan BOYER,Urs LUTERBACHER
HEI_000643--000001_410206,1996,,Growth and reforms in Eastern Europe,V MMMIWI,Jaroslaw WIECZOREK,Richard BALDWIN,Hans GENBERG,M. Elhanan HELPMAN
HEI_000643--000002_410206,1996,,Supranational and international regimes for the prudential regulation of international banks,Christos Gortsos,Georges ABI-SAAB,Hans GENBERG,Stuart ROBINSON,M. Andreas HUBSCHMID
HEI_000643--000003_410206,1996,,Public finance and economic integration,Federico Trionfetti,Federico TRIONFETTI Sur,Richard BALDWIN,Hans GENBERG,Anthony J. VENABLES
HEI_000643--000004_410206,1996,,From confrontation to normalization,Jianjun HONG,HEITÌ4,Gilbert ETIENNE,Harish KAPUR,François JOYAUX
HEI_000644--000001_411209,1997,,Special measures for the protection of minorities,Maria Lundberg Kristiansen,Philippe CAHIER,Andrew CLAPHAM,M. Gudmundur ALFREDSSON,Equality
HEI_000644--000002_411209,1996,,Le Brésil et la Société des Nations,Norma BREDA DOS SANTOS,Yves COLLART,Victor-Yves GHEBALI,M. Rubens RICUPERO,Ricardo SEITENFUS
HEI_000644--000003_411209,1996,,The American act of state doctrine,Michael Chambers,MM. Lucius CAFLISCH,Philippe CAHIER,M. Michael REISMAN,F. Should the Exception Stand
HEI_000644--000004_410301,1997,,Un gouvernement sous influence,CARLOS MENEM,Marc Hufty,LORIGINE DE,Pierre DU BOIS,Gilbert ETIENNE
HEI_000645--000001_411209,1996,,The international law of human rights and states of exception,Anna-Lena Svensson-McCarthy,Georges ABI-SAAB,M. Andrew CLAPHAM,M. Carl-Aage N0RGAARD,Thomas and Anders
HEI_000645--000002_410301,1997,,"American policy towards the British Caribbean, 1945-64",Cary Fraser,V ÊS,Yves COLL ART,Antony HOPKINS,M. Shahram CHUBIN
HEI_000646--000001_410301,1996,,The politics of sterling and Britain's postwar imperial connection,H Gerold KROZEWSKI,Gerold Krozewski,Harold JAMES,William Roger LOUIS,Kerr Chair in English History and Culture
HEI_000646--000002_410301,1996,,Northeast Asia,K. xi-,Ruijun ZHANG,Lanxin XIANG,Friedrich von KIRCHBACH,Jean-Claude Frachebourg
HEI_000646--000003_410301,1996,,Informal financial markets in Viet Nam,Frederick Lloyd DAVIS,Fred Davis,Frederick Lloyd DAVIS Sur,Slobodan DJAJIC,Hans GENBERG
HEI_000646--000004_411209,1996,,Quantitative modeling in international finance,Stefan Andri JAECKLIN,Stefan JAECKLIN,Hans GENBERG,Salih NEFTCI,M. Didier COSSIN
HEI_000646--000005_411209,1996,,The delimitation of maritime areas between adjacent states in the Southeastern Pacific region,Hugo Ignacio LLANOS MARDONES,INSTiTÜT UNIVERSITAIRE,Georges ABI,Lucius CAFLISCH,Jean-Pierre LEVY
